registration_date,traffic_type,id_partner,age_group,device,country_tier,registrations,users_acqusition_costs,revenue_7_days,logins_1_lt,logins_3_lt,logins_7_lt
2021-09-23,Google Search,1,55+,Windows,Tier_2,9,0.0,0.0,4,4,0
2021-02-02,Google Search,1,35-,Other,Tier_1,5,0.0,0.0,0,0,0
2021-10-07,Google Search,1,55+,iOS,Tier_2,3,0.0,0.0,0,0,0
2021-03-07,Google Search,1,35-55,Android,Tier_1,122,4490.0,39.080000000000005,32,18,11
2021-06-18,Google Search,1,35-,Android,Tier_2,4,0.0,0.0,1,0,0
2021-04-19,Google Search,1,35-,Android,Tier_2,2,0.0,0.0,0,0,0
2021-01-03,Google Search,1,35-55,Other,Tier_2,1,315.0,114.06,1,1,1
2021-08-09,Google Search,1,35-55,Windows,Tier_1,38,500.0,2.99,7,2,2
2021-04-14,Google Search,1,55+,MacOS,Tier_1,11,530.0,5.98,5,5,3
2021-08-15,Google Search,1,55+,Android,Tier_2,4,0.0,0.0,1,1,0
2021-10-23,Google Search,1,35-55,MacOS,Tier_1,14,0.0,0.0,1,3,0
2021-11-10,Google Search,1,55+,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-06-23,Google Search,1,35-55,Android,Tier_3,3,0.0,0.0,1,1,0
2021-10-10,Google Search,1,55+,iOS,Tier_3,1,0.0,0.0,1,1,0
2021-04-07,Google Search,1,55+,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-03-25,Google Search,1,55+,Windows,Tier_1,62,530.0,22.98,11,8,3
2021-04-03,Google Search,1,35-55,MacOS,Tier_1,11,0.0,0.0,1,1,0
2021-08-05,Google Search,1,55+,Android,Tier_3,3,0.0,0.0,0,1,0
2021-03-15,Google Search,1,55+,Android,Tier_2,2,0.0,0.0,1,1,0
2021-03-31,Google Search,1,35-55,Other,Tier_1,3,0.0,0.0,1,1,1
2021-03-01,Google Search,1,35-55,MacOS,Tier_3,2,0.0,0.0,0,0,0
2021-01-22,Google Search,1,55+,Android,Tier_2,5,600.0,31.6,2,1,1
2021-11-17,Google Search,1,35-,Windows,Tier_3,9,0.0,0.0,1,0,0
2021-03-31,Google Search,1,35-55,MacOS,Tier_1,14,0.0,0.0,1,1,1
2021-10-30,Google Search,1,35-55,MacOS,Tier_1,15,540.0,356.99,2,1,0
2021-10-24,Google Search,1,35-55,Windows,Tier_2,5,0.0,0.0,2,1,2
2021-09-15,Google Search,1,35-55,iOS,Tier_3,4,0.0,0.0,1,0,0
2021-05-13,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,0,0,0
2021-03-13,Google Search,1,55+,MacOS,Tier_1,20,370.0,31.99,2,0,0
2021-07-16,Google Search,1,55+,iOS,Tier_1,53,1100.0,0.0,8,8,5
2021-10-21,Google Search,1,55+,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-04-09,Google Search,1,55+,iOS,Tier_1,54,1550.0,440.93,11,8,8
2021-08-01,Google Search,1,35-55,Windows,Tier_2,10,0.0,0.0,2,0,0
2021-02-12,Google Search,1,35-55,MacOS,Tier_3,2,0.0,0.0,0,0,0
2021-01-17,Google Search,1,55+,Windows,Tier_3,3,0.0,0.0,2,0,0
2021-02-02,Google Search,1,55+,Windows,Tier_1,54,500.0,2.99,7,6,2
2021-10-11,Google Search,1,35-,Android,Tier_2,8,0.0,0.0,2,2,0
2021-05-01,Google Search,1,55+,Android,Tier_1,61,3830.0,780.8200000000002,21,12,7
2021-09-24,Google Search,1,55+,Windows,Tier_3,4,0.0,0.0,4,4,1
2021-06-30,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,1,0,0
2021-05-15,Google Search,1,35-,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-02-21,Google Search,1,35-,Android,Tier_3,4,0.0,0.0,1,0,0
2021-02-17,Google Search,1,35-55,Android,Tier_3,2,0.0,0.0,0,0,0
2021-05-29,Google Search,1,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-06-17,Google Search,1,55+,Android,Tier_2,4,0.0,0.0,1,0,0
2021-02-16,Google Search,1,35-,Other,Tier_1,8,0.0,0.0,0,0,0
2021-09-24,Google Search,1,35-,Android,Tier_1,44,0.0,0.0,5,3,0
2021-05-12,Google Search,1,55+,Android,Tier_1,53,500.0,0.0,16,12,8
2021-06-02,Google Search,1,35-,Android,Tier_3,1,0.0,0.0,0,0,0
2021-06-20,Google Search,1,35-55,MacOS,Tier_1,10,0.0,0.0,1,2,1
2021-06-14,Google Search,1,55+,Windows,Tier_1,37,3150.0,444.97,11,10,8
2021-07-01,Google Search,1,35-55,Android,Tier_1,86,2850.0,131.94,25,15,7
2021-04-03,Google Search,1,55+,iOS,Tier_2,3,0.0,0.0,3,1,1
2021-07-18,Google Search,1,35-55,Windows,Tier_1,34,2100.0,183.97,7,4,2
2021-06-23,Google Search,1,55+,iOS,Tier_3,2,0.0,0.0,0,0,0
2021-07-03,Google Search,1,35-55,iOS,Tier_3,8,0.0,0.0,3,0,0
2021-05-21,Google Search,1,35-55,Windows,Tier_1,34,500.0,2.99,4,2,3
2021-07-10,Google Search,1,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-06-08,Google Search,1,35-55,Other,Tier_2,1,0.0,0.0,0,0,0
2021-07-14,Google Search,1,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-06-11,Google Search,1,35-55,Android,Tier_3,6,0.0,0.0,3,2,0
2021-08-21,Google Search,1,35-55,iOS,Tier_3,6,0.0,0.0,2,1,0
2021-03-10,Google Search,1,55+,Windows,Tier_2,4,0.0,0.0,2,0,0
2021-04-03,Google Search,1,35-,iOS,Tier_1,68,1200.0,339.8,4,1,1
2021-03-11,Google Search,1,35-55,Other,Tier_1,1,0.0,0.0,0,0,0
2021-10-14,Google Search,1,35-,Windows,Tier_1,15,0.0,0.0,2,3,0
2021-10-25,Google Search,1,35-,Android,Tier_2,5,0.0,0.0,0,0,1
2021-02-07,Google Search,1,35-55,MacOS,Tier_1,19,0.0,412.91,2,3,2
2021-07-13,Google Search,1,35-55,Other,Tier_1,2,0.0,0.0,0,0,0
2021-07-10,Google Search,1,35-,Android,Tier_3,5,0.0,0.0,1,0,0
2021-09-13,Google Search,1,35-55,MacOS,Tier_1,12,400.0,0.0,4,2,3
2021-09-09,Google Search,1,35-55,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-01-01,Google Search,1,55+,iOS,Tier_1,89,1800.0,94.90999999999998,17,9,7
2021-10-22,Google Search,1,35-,iOS,Tier_1,54,3356.0,42.92000000000001,8,1,1
2021-08-17,Google Search,1,35-,Windows,Tier_3,5,0.0,0.0,0,0,0
2021-02-08,Google Search,1,35-,Other,Tier_1,4,0.0,0.0,0,0,0
2021-04-20,Google Search,1,35-55,MacOS,Tier_1,9,0.0,0.0,0,0,0
2021-10-18,Google Search,1,35-55,MacOS,Tier_3,2,0.0,179.99,1,1,1
2021-08-23,Google Search,1,55+,Windows,Tier_2,3,0.0,0.0,1,0,0
2021-07-20,Google Search,1,55+,MacOS,Tier_1,9,0.0,0.0,1,1,2
2021-02-16,Google Search,1,35-55,Android,Tier_2,7,0.0,0.0,3,0,0
2021-05-14,Google Search,1,35-55,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-10-04,Google Search,1,35-,MacOS,Tier_1,11,238.0,280.99,0,0,0
2021-05-16,Google Search,1,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-09-28,Google Search,1,35-55,iOS,Tier_1,101,3116.0,4470.949999999999,26,9,4
2021-02-25,Google Search,1,35-,Android,Tier_2,6,0.0,0.0,1,1,0
2021-09-15,Google Search,1,55+,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-07-15,Google Search,1,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-04-06,Google Search,1,35-,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-04-11,Google Search,1,55+,Windows,Tier_3,5,0.0,0.0,1,0,0
2021-07-04,Google Search,1,55+,Windows,Tier_2,1,0.0,0.0,1,1,0
2021-05-11,Google Search,1,35-55,MacOS,Tier_2,1,0.0,0.0,1,1,0
2021-07-11,Google Search,1,35-55,Android,Tier_2,2,0.0,0.0,0,0,0
2021-06-20,Google Search,1,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-02-28,Google Search,1,35-55,iOS,Tier_1,120,8080.0,3160.939999999999,23,15,6
2021-07-17,Google Search,1,35-55,Android,Tier_1,122,4850.0,895.9200000000001,23,20,11
2021-01-30,Google Search,1,35-55,Android,Tier_1,125,4860.0,1709.7199999999998,31,13,8
2021-11-07,Google Search,1,55+,Android,Tier_1,78,2124.0,677.74,28,18,10
2021-08-12,Google Search,1,35-,iOS,Tier_1,60,660.0,162.97000000000003,6,2,2
2021-02-26,Google Search,1,55+,Android,Tier_1,40,1960.0,48.95,11,7,2
2021-05-30,Google Search,1,55+,iOS,Tier_1,66,1650.0,557.18,16,8,3
2021-08-28,Google Search,1,35-55,MacOS,Tier_1,16,540.0,0.0,4,1,1
2021-01-06,Google Search,1,35-55,Android,Tier_2,14,0.0,0.0,1,0,0
2021-10-09,Google Search,1,35-55,iOS,Tier_1,143,3168.0,35.02,23,10,6
2021-07-17,Google Search,1,35-,iOS,Tier_1,63,500.0,21.99,5,2,0
2021-04-27,Google Search,1,35-55,Android,Tier_1,112,5210.0,1454.74,27,16,12
2021-10-21,Google Search,1,55+,Windows,Tier_1,54,2804.0,5.98,21,13,11
2021-08-29,Google Search,1,35-55,Android,Tier_2,4,0.0,0.0,0,0,0
2021-01-02,Google Search,1,35-55,Android,Tier_2,13,0.0,0.0,5,2,1
2021-08-05,Google Search,1,35-55,iOS,Tier_1,128,2600.0,792.8000000000001,16,11,5
2021-11-01,Google Search,1,35-,iOS,Tier_3,12,0.0,0.0,1,0,0
2021-08-22,Google Search,1,55+,Android,Tier_1,112,3544.0,1855.95,36,27,23
2021-08-18,Google Search,1,35-,iOS,Tier_1,79,180.0,0.0,3,2,1
2021-06-07,Google Search,1,35-55,iOS,Tier_1,65,1600.0,203.98000000000002,12,4,2
2021-08-26,Google Search,1,55+,Windows,Tier_1,37,1444.0,61.99,17,8,6
2021-06-26,Google Search,1,35-55,iOS,Tier_1,96,5000.0,173.28000000000003,37,21,9
2021-05-31,Google Search,1,35-,MacOS,Tier_1,3,0.0,0.0,0,0,0
2021-08-05,Google Search,1,55+,Other,Tier_1,4,0.0,0.0,0,1,0
2021-06-02,Google Search,1,35-,iOS,Tier_1,34,220.0,238.99,2,2,0
2021-09-17,Google Search,1,55+,Windows,Tier_1,29,400.0,0.0,6,6,7
2021-10-01,Google Search,1,55+,Android,Tier_1,122,2524.0,109.03,31,24,18
2021-06-06,Google Search,1,55+,Windows,Tier_2,4,0.0,0.0,1,0,0
2021-06-19,Google Search,1,35-55,iOS,Tier_1,88,1450.0,770.96,15,5,4
2021-08-05,Google Search,1,35-55,iOS,Tier_3,5,0.0,0.0,2,1,1
2021-05-26,Google Search,1,35-55,Windows,Tier_1,34,1000.0,2.99,10,5,4
2021-06-09,Google Search,1,55+,iOS,Tier_1,43,550.0,0.0,8,1,1
2021-01-15,Google Search,1,35-,Windows,Tier_1,15,0.0,0.0,2,0,0
2021-05-04,Google Search,1,35-55,MacOS,Tier_1,7,0.0,0.0,0,0,0
2021-09-15,Google Search,1,55+,Windows,Tier_1,40,1480.0,641.98,11,6,5
2021-07-17,Google Search,1,35-55,iOS,Tier_1,86,500.0,59.24,15,8,6
2021-08-15,Google Search,1,35-55,Windows,Tier_1,42,1800.0,389.82000000000005,13,5,4
2021-10-21,Google Search,1,35-,iOS,Tier_1,63,2370.0,203.96000000000004,3,1,0
2021-06-21,Google Search,1,55+,Android,Tier_1,59,1800.0,1090.98,21,14,11
2021-05-02,Google Search,1,55+,Windows,Tier_2,15,0.0,0.0,4,2,1
2021-10-26,Google Search,1,35-55,Windows,Tier_1,28,0.0,0.0,5,2,4
2021-11-03,Google Search,1,35-55,iOS,Tier_2,2,386.0,3.47,0,1,0
2021-09-25,Google Search,1,35-55,Windows,Tier_1,37,644.0,2.99,4,7,3
2021-04-24,Google Search,1,35-55,Android,Tier_2,4,0.0,0.0,3,0,0
2021-03-31,Google Search,1,55+,iOS,Tier_1,63,530.0,205.93,15,5,8
2021-08-27,Google Search,1,35-,Android,Tier_3,6,0.0,0.0,3,1,0
2021-01-08,Google Search,1,55+,Windows,Tier_1,38,370.0,22.98,4,6,4
2021-10-20,Google Search,1,35-55,MacOS,Tier_1,6,1080.0,24.979999999999997,2,2,3
2021-02-19,Google Search,1,35-,Android,Tier_1,46,635.0,125.92,7,1,1
2021-09-27,Google Search,1,55+,Android,Tier_1,83,2976.0,2009.94,29,21,8
2021-11-06,Google Search,1,35-55,iOS,Tier_1,86,5516.0,1341.5900000000001,24,12,4
2021-10-24,Google Search,1,35-55,iOS,Tier_1,150,5130.0,791.0400000000001,36,18,11
2021-01-01,Google Search,1,55+,Windows,Tier_1,56,3150.0,916.47,21,10,4
2021-03-09,Google Search,1,55+,Other,Tier_1,6,0.0,0.0,1,0,0
2021-10-03,Google Search,1,35-,Android,Tier_3,5,340.0,3.47,1,0,1
2021-06-07,Google Search,1,55+,Windows,Tier_1,32,900.0,580.98,8,6,3
2021-09-04,Google Search,1,35-55,Windows,Tier_1,46,540.0,2.99,6,3,2
2021-08-09,Google Search,1,35-,Windows,Tier_3,9,0.0,0.0,1,1,0
2021-07-19,Google Search,1,55+,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-01-21,Google Search,1,55+,Android,Tier_1,75,1930.0,0.0,20,14,9
2021-02-22,Google Search,1,55+,Android,Tier_1,64,0.0,0.0,15,11,5
2021-05-18,Google Search,1,35-55,Windows,Tier_1,41,4570.0,539.8100000000001,10,7,5
2021-06-15,Google Search,1,35-55,MacOS,Tier_1,6,0.0,0.0,4,1,1
2021-06-22,Google Search,1,35-,Android,Tier_2,8,350.0,3.56,0,0,0
2021-03-15,Google Search,1,55+,iOS,Tier_1,67,3300.0,137.88,16,12,3
2021-03-28,Google Search,1,35-55,Windows,Tier_2,15,0.0,0.0,1,2,0
2021-07-29,Google Search,1,35-,MacOS,Tier_1,8,0.0,0.0,2,1,0
2021-05-03,Google Search,1,35-,Windows,Tier_1,14,500.0,2.99,1,1,0
2021-07-26,Google Search,1,35-55,MacOS,Tier_1,14,550.0,0.0,3,2,1
2021-03-15,Google Search,1,35-55,Windows,Tier_3,4,0.0,0.0,0,0,0
2021-11-03,Google Search,1,35-55,Android,Tier_3,9,644.0,2.99,2,2,0
2021-01-10,Google Search,1,35-,Android,Tier_2,7,0.0,0.0,0,0,1
2021-01-22,Google Search,1,35-,Windows,Tier_1,16,200.0,22.98,2,2,1
2021-06-21,Google Search,1,35-55,Other,Tier_3,1,0.0,0.0,0,0,0
2021-10-14,Google Search,1,55+,iOS,Tier_1,78,3116.0,381.97,15,10,9
2021-11-05,Google Search,1,55+,iOS,Tier_1,29,0.0,0.0,6,4,3
2021-04-04,Google Search,1,35-55,MacOS,Tier_1,14,0.0,0.0,3,0,0
2021-01-05,Google Search,1,35-55,Android,Tier_2,20,0.0,0.0,3,2,2
2021-09-13,Google Search,1,35-55,Windows,Tier_1,28,0.0,0.0,2,3,0
2021-05-11,Google Search,1,35-55,Other,Tier_1,1,0.0,0.0,0,0,0
2021-02-27,Google Search,1,35-,MacOS,Tier_1,2,135.0,0.0,1,1,1
2021-05-01,Google Search,1,35-55,Android,Tier_2,8,330.0,1825.02,2,1,4
2021-11-02,Google Search,1,35-55,Other,Tier_1,1,0.0,0.0,0,0,0
2021-01-27,Google Search,1,35-55,MacOS,Tier_1,13,500.0,22.98,3,3,2
2021-07-27,Google Search,1,35-55,MacOS,Tier_1,11,0.0,0.0,3,2,1
2021-04-03,Google Search,1,35-55,Android,Tier_2,6,350.0,242.17000000000002,3,2,1
2021-10-04,Google Search,1,35-,Android,Tier_3,4,0.0,0.0,0,0,0
2021-05-06,Google Search,1,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-10-27,Google Search,1,55+,MacOS,Tier_2,1,0.0,0.0,1,1,0
2021-08-19,Google Search,1,55+,Windows,Tier_3,5,0.0,0.0,1,1,1
2021-10-15,Google Search,1,35-,Android,Tier_2,7,0.0,0.0,0,0,0
2021-01-25,Google Search,1,35-55,Windows,Tier_3,5,0.0,0.0,1,1,0
2021-02-11,Google Search,1,55+,MacOS,Tier_1,8,0.0,0.0,1,1,1
2021-07-10,Google Search,1,55+,Windows,Tier_3,3,550.0,2.99,1,1,2
2021-11-09,Google Search,1,35-55,Android,Tier_2,13,0.0,0.0,2,2,0
2021-07-06,Google Search,1,35-55,MacOS,Tier_1,7,0.0,0.0,1,0,0
2021-08-23,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,0,0,0
2021-09-29,Google Search,1,35-55,Android,Tier_1,129,9992.0,2415.5599999999995,40,24,15
2021-04-22,Google Search,1,55+,Windows,Tier_1,46,500.0,152.98,10,9,5
2021-03-21,Google Search,1,35-55,Android,Tier_1,154,3560.0,336.83000000000004,32,22,15
2021-08-12,Google Search,1,55+,Windows,Tier_3,7,0.0,0.0,3,2,1
2021-11-14,Google Search,1,55+,Android,Tier_2,4,0.0,0.0,1,0,0
2021-03-17,Google Search,1,35-55,Windows,Tier_2,6,0.0,0.0,1,1,2
2021-04-05,Google Search,1,35-,MacOS,Tier_1,7,0.0,0.0,0,0,0
2021-06-25,Google Search,1,35-55,Windows,Tier_1,24,0.0,0.0,9,7,1
2021-05-26,Google Search,1,35-,iOS,Tier_2,3,0.0,0.0,0,0,0
2021-07-24,Google Search,1,35-55,iOS,Tier_1,112,1350.0,727.96,13,5,2
2021-10-28,Google Search,1,35-,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-03-19,Google Search,1,35-,Android,Tier_2,3,0.0,0.0,0,0,0
2021-01-04,Google Search,1,55+,iOS,Tier_1,63,530.0,2.99,8,5,3
2021-03-30,Google Search,1,35-,Windows,Tier_1,8,0.0,0.0,0,0,0
2021-01-29,Google Search,1,35-,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-03-21,Google Search,1,55+,Android,Tier_2,17,0.0,0.0,4,0,0
2021-07-15,Google Search,1,55+,Android,Tier_1,60,4150.0,2409.1699999999996,15,12,11
2021-08-30,Google Search,1,35-,Android,Tier_2,3,0.0,0.0,0,0,0
2021-03-15,Google Search,1,35-55,Windows,Tier_2,8,0.0,0.0,2,1,0
2021-06-10,Google Search,1,35-55,Android,Tier_2,3,0.0,0.0,0,0,0
2021-01-04,Google Search,1,35-55,Windows,Tier_3,3,0.0,0.0,0,1,0
2021-01-21,Google Search,1,35-55,Windows,Tier_2,3,0.0,0.0,0,0,0
2021-02-12,Google Search,1,35-,iOS,Tier_2,6,0.0,0.0,1,1,0
2021-05-04,Google Search,1,35-,iOS,Tier_2,10,0.0,0.0,0,0,0
2021-01-19,Google Search,1,35-55,Android,Tier_3,9,320.0,2.99,3,2,1
2021-01-09,Google Search,1,35-55,Windows,Tier_2,4,175.0,0.0,3,2,1
2021-04-29,Google Search,1,35-55,Windows,Tier_2,5,0.0,0.0,1,2,1
2021-01-26,Google Search,1,55+,Windows,Tier_2,6,330.0,583.91,1,1,1
2021-07-21,Google Search,1,35-,MacOS,Tier_1,5,0.0,0.0,1,0,0
2021-03-01,Google Search,1,35-55,MacOS,Tier_2,2,0.0,0.0,0,0,0
2021-11-06,Google Search,1,35-,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-09-02,Google Search,1,35-,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-08-06,Google Search,1,35-55,Other,Tier_1,1,0.0,0.0,1,1,0
2021-08-21,Google Search,1,55+,MacOS,Tier_1,9,0.0,0.0,3,1,1
2021-03-23,Google Search,1,55+,Other,Tier_1,4,0.0,0.0,0,0,0
2021-08-18,Google Search,1,35-,iOS,Tier_2,4,0.0,0.0,1,0,0
2021-03-11,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-01-16,Google Search,1,55+,Windows,Tier_3,6,350.0,0.0,1,1,1
2021-03-11,Google Search,1,35-,Windows,Tier_2,3,0.0,0.0,0,0,0
2021-11-04,Google Search,1,35-55,Android,Tier_2,8,0.0,0.0,2,2,1
2021-03-27,Google Search,1,35-55,Android,Tier_2,15,0.0,0.0,4,2,3
2021-05-28,Google Search,1,35-55,Android,Tier_2,4,0.0,0.0,1,0,0
2021-01-29,Google Search,1,35-,iOS,Tier_1,53,2630.0,356.95000000000005,6,3,0
2021-01-23,Google Search,1,35-,Android,Tier_2,8,100.0,88.53,1,1,1
2021-01-02,Google Search,1,55+,Android,Tier_3,5,0.0,0.0,1,0,0
2021-11-06,Google Search,1,55+,Windows,Tier_3,3,0.0,0.0,1,0,0
2021-08-09,Google Search,1,35-55,Android,Tier_3,11,0.0,0.0,3,2,1
2021-08-30,Google Search,1,35-55,Other,Tier_1,5,0.0,0.0,0,0,1
2021-10-16,Google Search,1,35-55,MacOS,Tier_2,5,0.0,0.0,2,1,0
2021-06-29,Google Search,1,35-55,Android,Tier_3,5,315.0,706.93,3,2,2
2021-09-16,Google Search,1,35-,Windows,Tier_3,11,0.0,0.0,2,2,0
2021-06-16,Google Search,1,35-55,Windows,Tier_2,4,0.0,0.0,0,0,0
2021-10-10,Google Search,1,35-,iOS,Tier_2,4,0.0,0.0,1,0,0
2021-01-29,Google Search,1,55+,Android,Tier_2,4,175.0,3.63,1,2,2
2021-04-20,Google Search,1,35-55,Other,Tier_1,5,0.0,0.0,0,0,0
2021-01-19,Google Search,1,35-55,Windows,Tier_2,3,8.0,0.0,2,0,0
2021-02-18,Google Search,1,55+,Windows,Tier_3,3,0.0,0.0,2,1,0
2021-01-21,Google Search,1,35-55,Other,Tier_2,4,330.0,0.0,0,0,0
2021-10-11,Google Search,1,55+,iOS,Tier_3,1,644.0,0.0,1,1,0
2021-02-28,Google Search,1,35-,iOS,Tier_2,5,0.0,0.0,1,0,0
2021-07-21,Google Search,1,35-55,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-02-19,Google Search,1,35-,Windows,Tier_2,3,0.0,0.0,0,0,0
2021-03-10,Google Search,1,35-,Android,Tier_2,5,300.0,3.56,3,0,0
2021-04-27,Google Search,1,55+,Android,Tier_2,6,0.0,0.0,0,0,0
2021-07-08,Google Search,1,35-55,Android,Tier_3,1,0.0,0.0,1,0,0
2021-04-03,Google Search,1,35-55,Windows,Tier_2,6,0.0,0.0,1,0,0
2021-08-02,Google Search,1,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-05-24,Google Search,1,35-,Windows,Tier_3,4,0.0,0.0,0,0,0
2021-04-18,Google Search,1,55+,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-03-25,Google Search,1,35-,MacOS,Tier_1,3,200.0,127.94,0,0,0
2021-09-12,Google Search,1,35-,iOS,Tier_2,5,124.0,996.87,2,1,1
2021-01-04,Google Search,1,35-55,Android,Tier_3,7,0.0,0.0,3,1,2
2021-02-06,Google Search,1,35-,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-04-26,Google Search,1,35-55,MacOS,Tier_2,2,0.0,0.0,0,0,0
2021-06-29,Google Search,1,35-,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-01-27,Google Search,1,55+,Android,Tier_1,67,4360.0,1772.8200000000002,32,22,17
2021-10-19,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,0,0,0
2021-10-26,Google Search,1,35-55,Windows,Tier_3,7,0.0,0.0,1,1,1
2021-10-30,Google Search,1,35-,Android,Tier_2,4,100.0,3.46,1,1,0
2021-03-14,Google Search,1,35-55,iOS,Tier_3,8,530.0,2.99,2,2,0
2021-04-19,Google Search,1,35-,Other,Tier_1,5,0.0,0.0,0,0,0
2021-06-04,Google Search,1,35-55,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-09-26,Google Search,1,35-,MacOS,Tier_1,5,0.0,0.0,1,0,0
2021-03-18,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-03-26,Google Search,1,35-,iOS,Tier_2,3,0.0,0.0,0,0,0
2021-07-30,Google Search,1,35-55,MacOS,Tier_3,2,500.0,2.99,0,0,0
2021-09-10,Google Search,1,55+,Android,Tier_3,3,0.0,0.0,1,3,0
2021-01-12,Google Search,1,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-10-09,Google Search,1,35-,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-11-13,Google Search,1,35-,Android,Tier_2,11,0.0,0.0,1,0,0
2021-02-07,Google Search,1,55+,Windows,Tier_3,4,0.0,0.0,0,0,0
2021-03-12,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-05-28,Google Search,1,35-55,Other,Tier_1,3,0.0,0.0,0,0,0
2021-01-16,Google Search,1,35-,Other,Tier_1,4,0.0,0.0,0,0,0
2021-04-16,Google Search,1,35-55,Windows,Tier_1,42,1370.0,5.98,12,7,5
2021-04-15,Google Search,1,55+,Android,Tier_3,4,350.0,141.83,1,1,1
2021-01-10,Google Search,1,35-55,iOS,Tier_3,4,175.0,52.37,1,1,1
2021-06-01,Google Search,1,55+,MacOS,Tier_1,7,0.0,0.0,2,0,0
2021-01-07,Google Search,1,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-07-08,Google Search,1,35-55,Other,Tier_1,5,550.0,2.99,2,1,0
2021-09-12,Google Search,1,35-55,Other,Tier_2,1,0.0,0.0,0,0,0
2021-05-27,Google Search,1,55+,iOS,Tier_1,43,500.0,200.99,8,4,3
2021-06-14,Google Search,1,35-,Android,Tier_3,6,0.0,0.0,0,0,0
2021-09-24,Google Search,1,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-10-19,Google Search,1,35-55,Android,Tier_3,2,0.0,0.0,0,0,0
2021-03-17,Google Search,1,35-,MacOS,Tier_1,3,0.0,0.0,1,1,0
2021-08-24,Google Search,1,35-,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-03-16,Google Search,1,55+,Android,Tier_1,64,2990.0,2262.48,23,16,10
2021-04-30,Google Search,1,35-55,Android,Tier_2,6,315.0,3.59,3,1,0
2021-02-28,Google Search,1,55+,Android,Tier_3,2,0.0,0.0,1,0,0
2021-06-28,Google Search,1,35-55,Windows,Tier_2,9,0.0,0.0,2,1,0
2021-06-25,Google Search,1,35-,iOS,Tier_3,5,0.0,0.0,0,0,0
2021-06-13,Google Search,1,35-55,iOS,Tier_3,4,0.0,0.0,0,1,0
2021-09-15,Google Search,1,35-,Android,Tier_3,7,0.0,0.0,1,1,1
2021-06-15,Google Search,1,35-,Android,Tier_2,3,0.0,0.0,0,0,0
2021-03-17,Google Search,1,55+,Windows,Tier_2,5,0.0,0.0,0,0,0
2021-10-20,Google Search,1,35-55,Windows,Tier_1,29,1584.0,102.97999999999999,9,5,5
2021-06-13,Google Search,1,35-55,iOS,Tier_1,87,2950.0,2555.7599999999993,19,15,12
2021-02-25,Google Search,1,35-55,Android,Tier_2,3,0.0,0.0,0,0,0
2021-07-20,Google Search,1,35-55,Other,Tier_2,2,0.0,0.0,0,0,0
2021-09-13,Google Search,1,35-55,Other,Tier_1,2,400.0,80.99,0,1,1
2021-04-25,Google Search,1,55+,iOS,Tier_1,66,3090.0,4339.29,13,7,5
2021-06-03,Google Search,1,55+,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-03-27,Google Search,1,35-,iOS,Tier_3,3,0.0,0.0,0,0,0
2021-06-12,Google Search,1,35-55,Other,Tier_1,4,0.0,0.0,0,0,0
2021-05-01,Google Search,1,55+,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-03-08,Google Search,1,35-55,iOS,Tier_2,4,0.0,0.0,2,1,1
